timestamp,avg_load,date,time,workday,year,month,day,weekday,season,is_weekend,hour,minute,second,time_of_day
2025-11-28 00:00:00,1912.4,2025-11-28,00:00:00,full,2025,11,28,4,4,False,0,0,0,3
2025-11-28 00:01:00,1908.2333333333333,2025-11-28,00:01:00,full,2025,11,28,4,4,False,0,1,0,3
2025-11-28 00:02:00,1643.1833333333334,2025-11-28,00:02:00,full,2025,11,28,4,4,False,0,2,0,3
2025-11-28 00:03:00,2992.95,2025-11-28,00:03:00,full,2025,11,28,4,4,False,0,3,0,3
2025-11-28 00:04:00,1106.0,2025-11-28,00:04:00,full,2025,11,28,4,4,False,0,4,0,3
